"","Id","Id.Type","Activity","Agonist","Partial","Antagonist","Invagonist"
"226",NA,NA,NA,0,0,0,0
"227","23649669","cid",1,1,0,0,0
"228",NA,NA,0,0,0,1,0
"229",NA,NA,NA,0,0,0,0
"230",NA,NA,1,1,0,0,0
"231",NA,NA,1,0,1,0,0
"232",NA,NA,0,0,0,1,0
"233",NA,NA,0,0,0,1,0
"234",NA,NA,NA,0,0,0,0
"235",NA,NA,NA,0,0,0,0
"236",NA,NA,NA,0,0,0,0
"237",NA,NA,NA,0,0,0,0
"238",NA,NA,NA,0,0,0,0
"239",NA,NA,NA,0,0,0,0
"240","121879","cid",NA,0,0,0,0
"241","10394326","cid",1,1,0,0,0
"242","100916593","cid",1,1,0,0,0
"243","9807597","cid",NA,0,0,0,0
"244",NA,NA,NA,0,0,0,0
"245","FKPKICLXNOBYBR-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"246","LUHZBXZMFRLZLL-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"247","ZODQVQVYUKGKLA-UHFFFAOYSA-N","inchikey",NA,0,0,0,0
"248","VAQXBWKZPWFGHX-UHFFFAOYSA-N","inchikey",NA,0,0,0,0
"249","FVZCUOAEJAWIKG-UHFFFAOYSA-N","inchikey",NA,0,0,0,0
"250","LRHVZVGXCWUXPU-UHFFFAOYSA-N","inchikey",NA,0,0,0,0
"251","OHRYZRDOLHVZQW-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"252","MVCDTDJOWSBHKB-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"253","WWMWHXCJRJZLFM-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"254","KLKKSWONMUSEJH-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"255","QCQVGWLAWRECNZ-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"256","NHQZWSZAIQXNLX-UHFFFAOYSA-N","inchikey",1,1,0,0,0
"257","9890863","cid",1,1,0,0,0
"258","9914145","cid",1,1,0,0,0
"259","10874830","cid",1,1,0,0,0
"260",NA,NA,NA,0,0,0,0
"261","121879","cid",1,1,0,0,0
"262",NA,NA,NA,0,0,0,0
"263","FOOGWQIDOZUTSZ-JTQLQIEISA-N","inchikey",1,1,0,0,0
"264",NA,NA,NA,0,0,0,0
"265","LMBFVVBQYYWDKN-INIZCTEOSA-N","inchikey",1,1,0,0,0
"266","LMBFVVBQYYWDKN-MRXNPFEDSA-N","inchikey",1,1,0,0,0
"267","DNOIVKFZSAZHBD-HNNXBMFYSA-N","inchikey",1,1,0,0,0
"268","XMXGYFBVLHBOTN-INIZCTEOSA-N","inchikey",1,1,0,0,0
"269","VGMJMWHKRBPBBK-WMCAAGNKSA-N","inchikey",1,1,0,0,0
"270",NA,NA,1,1,0,0,0
"271","FSBOJGLGLKEJDV-HNNXBMFYSA-N","inchikey",1,1,0,0,0
"272",NA,NA,NA,0,0,0,0
"273","56949517","cid",1,1,0,0,0
"274",NA,NA,NA,0,0,0,0
"275","NTOZZABUBGBASR-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"276","WGMWHTHAGNNNDZ-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"277","LLKFGUJTWRDSHC-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"278","KZKDQLCRFHOYRX-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"279","IDQOBIWYUZPCJJ-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"280","SSNRYJBICOYCRB-UHFFFAOYSA-N","inchikey",0,0,0,0,1
"281",NA,NA,NA,0,0,0,0
"282",NA,NA,NA,0,0,0,0
"283",NA,NA,NA,0,0,0,0
"284",NA,NA,NA,0,0,0,0
"285",NA,NA,NA,0,0,0,0
"286",NA,NA,NA,0,0,0,0
"287",NA,NA,NA,0,0,0,0
"288",NA,NA,NA,0,0,0,0
"289",NA,NA,NA,0,0,0,0
"290",NA,NA,NA,0,0,0,0
"291",NA,NA,NA,0,0,0,0
"292",NA,NA,NA,0,0,0,0
"293",NA,NA,NA,0,0,0,0
"294",NA,NA,NA,0,0,0,0
"295",NA,NA,NA,0,0,0,0
"296",NA,NA,NA,0,0,0,0
"297",NA,NA,NA,0,0,0,0
"298",NA,NA,NA,0,0,0,0
"299",NA,NA,NA,0,0,0,0
"300",NA,NA,NA,0,0,0,0
"301",NA,NA,NA,0,0,0,0
"302",NA,NA,NA,0,0,0,0
"303",NA,NA,NA,0,0,0,0
"304",NA,NA,NA,0,0,0,0
"305",NA,NA,NA,0,0,0,0
"306",NA,NA,NA,0,0,0,0
"307",NA,NA,NA,0,0,0,0
"308",NA,NA,NA,0,0,0,0
"309",NA,NA,NA,0,0,0,0
"310",NA,NA,NA,0,0,0,0
"311",NA,NA,NA,0,0,0,0
"312",NA,NA,NA,0,0,0,0
"313",NA,NA,NA,0,0,0,0
"314",NA,NA,NA,0,0,0,0
"315",NA,NA,NA,0,0,0,0
"316",NA,NA,NA,0,0,0,0
"317",NA,NA,NA,0,0,0,0
"318",NA,NA,NA,0,0,0,0
"319",NA,NA,NA,0,0,0,0
"320",NA,NA,NA,0,0,0,0
"321",NA,NA,NA,0,0,0,0
"322",NA,NA,NA,0,0,0,0
"323",NA,NA,NA,0,0,0,0
"324",NA,NA,NA,0,0,0,0
"325",NA,NA,NA,0,0,0,0
"326",NA,NA,NA,0,0,0,0
"327",NA,NA,NA,0,0,0,0
"328",NA,NA,NA,0,0,0,0
"329",NA,NA,NA,0,0,0,0
"330",NA,NA,NA,0,0,0,0
"331",NA,NA,NA,0,0,0,0
"332",NA,NA,NA,0,0,0,0
"333",NA,NA,NA,0,0,0,0
"334",NA,NA,NA,0,0,0,0
"335",NA,NA,NA,0,0,0,0
"336",NA,NA,NA,0,0,0,0
"337",NA,NA,NA,0,0,0,0
"338",NA,NA,NA,0,0,0,0
"339",NA,NA,NA,0,0,0,0
"340",NA,NA,NA,0,0,0,0
"341",NA,NA,NA,0,0,0,0
"342",NA,NA,NA,0,0,0,0
"343",NA,NA,NA,0,0,0,0
"344",NA,NA,NA,0,0,0,0
"345",NA,NA,NA,0,0,0,0
"346",NA,NA,NA,0,0,0,0
"347",NA,NA,NA,0,0,0,0
"348",NA,NA,NA,0,0,0,0
"349",NA,NA,NA,0,0,0,0
"350",NA,NA,NA,0,0,0,0
"351",NA,NA,NA,0,0,0,0
"352",NA,NA,NA,0,0,0,0
"353",NA,NA,NA,0,0,0,0
"354",NA,NA,NA,0,0,0,0
"355",NA,NA,NA,0,0,0,0
"356",NA,NA,NA,0,0,0,0
"357",NA,NA,NA,0,0,0,0
"358",NA,NA,NA,0,0,0,0
"359",NA,NA,NA,0,0,0,0
"360",NA,NA,NA,0,0,0,0
"361",NA,NA,NA,0,0,0,0
"362",NA,NA,NA,0,0,0,0
"363",NA,NA,NA,0,0,0,0
"364",NA,NA,NA,0,0,0,0
"365",NA,NA,NA,0,0,0,0
"366",NA,NA,NA,0,0,0,0
"367",NA,NA,NA,0,0,0,0
"368",NA,NA,NA,0,0,0,0
"369",NA,NA,NA,0,0,0,0
"370",NA,NA,NA,0,0,0,0
"371",NA,NA,NA,0,0,0,0
"372",NA,NA,NA,0,0,0,0
"373",NA,NA,NA,0,0,0,0
"374",NA,NA,NA,0,0,0,0
"375",NA,NA,NA,0,0,0,0
"376",NA,NA,NA,0,0,0,0
"377",NA,NA,NA,0,0,0,0
"378",NA,NA,NA,0,0,0,0
"379",NA,NA,NA,0,0,0,0
"380",NA,NA,NA,0,0,0,0
"381",NA,NA,NA,0,0,0,0
"382",NA,NA,NA,0,0,0,0
"383",NA,NA,NA,0,0,0,0
"384",NA,NA,NA,0,0,0,0
"385",NA,NA,NA,0,0,0,0
"386",NA,NA,NA,0,0,0,0
"387",NA,NA,NA,0,0,0,0
"388",NA,NA,NA,0,0,0,0
"389",NA,NA,NA,0,0,0,0
"390",NA,NA,NA,0,0,0,0
"391",NA,NA,NA,0,0,0,0
"392",NA,NA,NA,0,0,0,0
"393",NA,NA,NA,0,0,0,0
"394",NA,NA,NA,0,0,0,0
"395",NA,NA,NA,0,0,0,0
"396",NA,NA,NA,0,0,0,0
"397",NA,NA,NA,0,0,0,0
"398",NA,NA,NA,0,0,0,0
"399",NA,NA,NA,0,0,0,0
"400",NA,NA,NA,0,0,0,0
"401",NA,NA,NA,0,0,0,0
"402",NA,NA,NA,0,0,0,0
"403",NA,NA,NA,0,0,0,0
"404",NA,NA,NA,0,0,0,0
"405",NA,NA,NA,0,0,0,0
"406",NA,NA,NA,0,0,0,0
"407",NA,NA,NA,0,0,0,0
"408",NA,NA,NA,0,0,0,0
"409",NA,NA,NA,0,0,0,0
"410",NA,NA,NA,0,0,0,0
"411",NA,NA,NA,0,0,0,0
"412",NA,NA,NA,0,0,0,0
"413",NA,NA,NA,0,0,0,0
"414",NA,NA,NA,0,0,0,0
"415",NA,NA,NA,0,0,0,0
"416",NA,NA,NA,0,0,0,0
"417",NA,NA,NA,0,0,0,0
"418",NA,NA,NA,0,0,0,0
"419",NA,NA,NA,0,0,0,0
"420",NA,NA,NA,0,0,0,0
"421",NA,NA,NA,0,0,0,0
"422",NA,NA,NA,0,0,0,0
"423",NA,NA,NA,0,0,0,0
"424",NA,NA,NA,0,0,0,0
"425",NA,NA,NA,0,0,0,0
"426",NA,NA,NA,0,0,0,0
"427",NA,NA,NA,0,0,0,0
"428",NA,NA,NA,0,0,0,0
"429",NA,NA,NA,0,0,0,0
"430",NA,NA,NA,0,0,0,0
"431",NA,NA,NA,0,0,0,0
"432",NA,NA,NA,0,0,0,0
"433",NA,NA,NA,0,0,0,0
"434",NA,NA,NA,0,0,0,0
"435",NA,NA,NA,0,0,0,0
"436",NA,NA,NA,0,0,0,0
"437",NA,NA,NA,0,0,0,0
"438",NA,NA,NA,0,0,0,0
"439",NA,NA,NA,0,0,0,0
"440",NA,NA,NA,0,0,0,0
"441",NA,NA,NA,0,0,0,0
"442",NA,NA,NA,0,0,0,0
"443",NA,NA,NA,0,0,0,0
"444",NA,NA,NA,0,0,0,0
"445",NA,NA,NA,0,0,0,0
"446",NA,NA,NA,0,0,0,0
"447",NA,NA,NA,0,0,0,0
"448",NA,NA,NA,0,0,0,0
"449",NA,NA,NA,0,0,0,0
"450",NA,NA,NA,0,0,0,0
"451",NA,NA,NA,0,0,0,0
"452",NA,NA,NA,0,0,0,0
"453",NA,NA,NA,0,0,0,0
"454",NA,NA,NA,0,0,0,0
"455",NA,NA,NA,0,0,0,0
"456",NA,NA,NA,0,0,0,0
"457",NA,NA,NA,0,0,0,0
"458",NA,NA,NA,0,0,0,0
"459",NA,NA,NA,0,0,0,0
"460",NA,NA,NA,0,0,0,0
"461",NA,NA,NA,0,0,0,0
"462",NA,NA,NA,0,0,0,0
"463",NA,NA,NA,0,0,0,0
"464",NA,NA,NA,0,0,0,0
"465",NA,NA,NA,0,0,0,0
"466",NA,NA,NA,0,0,0,0
"467",NA,NA,NA,0,0,0,0
"468",NA,NA,NA,0,0,0,0
"469",NA,NA,NA,0,0,0,0
"470",NA,NA,NA,0,0,0,0
"471",NA,NA,NA,0,0,0,0
"472",NA,NA,NA,0,0,0,0
"473",NA,NA,NA,0,0,0,0
"474",NA,NA,NA,0,0,0,0
"475",NA,NA,NA,0,0,0,0
"476",NA,NA,NA,0,0,0,0
"477",NA,NA,NA,0,0,0,0
"478",NA,NA,NA,0,0,0,0
"479",NA,NA,NA,0,0,0,0
"480",NA,NA,NA,0,0,0,0
"481",NA,NA,NA,0,0,0,0
"482",NA,NA,NA,0,0,0,0
"483",NA,NA,NA,0,0,0,0
"484",NA,NA,NA,0,0,0,0
"485",NA,NA,NA,0,0,0,0
